States/UTs,Year,CrimeHead,Offenders (Driver/Pedestrian) Died_Male,Offenders (Driver/Pedestrian) Died_Female,Offenders (Driver/Pedestrian) Died_Transgender,Offenders (Driver/Pedestrian) Died_Total,Victims Died_Male,Victims Died_Female,Victims Died_Transgender,Victims Died_Total
D&N Haveli,2014,Car (4 & 5 Seater) - Private,0,0,0,0,0,0,0,0
D&N Haveli,2014,Car (4 & 5 Seater) - Taxi,2,0,0,2,0,0,0,0
D&N Haveli,2014,Jeep (Total),3,1,0,4,0,0,0,0
D&N Haveli,2014,Jeep - Government,0,0,0,0,0,0,0,0
D&N Haveli,2014,Jeep - Private,3,1,0,4,0,0,0,0
D&N Haveli,2014,Tractor (Total),1,0,0,1,0,0,0,0
D&N Haveli,2014,Three Wheeler/Auto rickshaw (Total),1,0,0,1,0,1,0,1
D&N Haveli,2014,Three Wheeler/Auto rickshaw - Passenger Carriers,1,0,0,1,0,1,0,1
D&N Haveli,2014,Three Wheeler/Auto rickshaw - Goods Carriers,0,0,0,0,0,0,0,0
D&N Haveli,2014,Two Wheeler (Total),6,2,0,8,5,1,0,6
D&N Haveli,2014,Two Wheeler - Motor Cycle,6,2,0,8,5,1,0,6
D&N Haveli,2014,Two Wheeler - Scooter,0,0,0,0,0,0,0,0
D&N Haveli,2014,Two Wheeler - Others,0,0,0,0,0,0,0,0
D&N Haveli,2014,Other Motor Vehicles,10,3,0,13,1,1,0,2
D&N Haveli,2014,Sub Total (Motor Vehicles),38,9,0,47,8,4,0,12
D&N Haveli,2014,Bicycle,0,0,0,0,0,0,0,0
D&N Haveli,2014,Hand Drawn Vehicle/Cycle rickshaw (Passenger),0,0,0,0,0,0,0,0
D&N Haveli,2014,Animal Drawn Vehicle,0,0,0,0,0,0,0,0
D&N Haveli,2014,Pedestrian,0,0,0,0,0,0,0,0
D&N Haveli,2014,Others,0,0,0,0,0,0,0,0
D&N Haveli,2014,Sub Total - (Bicycle + Hand Drawn Vehicle/Cycle rickshaw (Passenger) + Animal Drawn Vehicle + Pedestrian + Others,0,0,0,0,0,0,0,0
D&N Haveli,2014,Total,38,9,0,47,8,4,0,12
Daman & Diu,2014,Truck/Lorry (Total),0,0,0,0,3,0,0,3
Daman & Diu,2014,Truck/Lorry - Normal Goods Carriers,0,0,0,0,3,0,0,3
Daman & Diu,2014,Truck/Lorry - Trailer/Container Carriers,0,0,0,0,0,0,0,0
Daman & Diu,2014,Truck/Lorry - Tankers,0,0,0,0,0,0,0,0
Daman & Diu,2014,Truck/Lorry - Others,0,0,0,0,0,0,0,0
Daman & Diu,2014,Bus (Total),0,0,0,0,1,0,0,1
Daman & Diu,2014,Bus - Government,0,0,0,0,0,0,0,0
Daman & Diu,2014,Bus - Private,0,0,0,0,1,0,0,1
Daman & Diu,2014,Bus - School Bus,0,0,0,0,0,0,0,0
Daman & Diu,2014,SUV (7 & 8 Seater)/Station Wagon/etc. (Total),0,0,0,0,0,0,0,0
Daman & Diu,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Government,0,0,0,0,0,0,0,0
Daman & Diu,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Private,0,0,0,0,0,0,0,0
Daman & Diu,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Taxi,0,0,0,0,0,0,0,0
Daman & Diu,2014,Car (4 & 5 Seater) (Total),0,0,0,0,0,0,0,0
Daman & Diu,2014,Car (4 & 5 Seater) - Government,0,0,0,0,0,0,0,0
Daman & Diu,2014,Car (4 & 5 Seater) - Private,0,0,0,0,0,0,0,0
Daman & Diu,2014,Car (4 & 5 Seater) - Taxi,0,0,0,0,0,0,0,0
Daman & Diu,2014,Jeep (Total),0,0,0,0,0,0,0,0
Daman & Diu,2014,Jeep - Government,0,0,0,0,0,0,0,0
Daman & Diu,2014,Jeep - Private,0,0,0,0,0,0,0,0
Daman & Diu,2014,Tractor (Total),0,0,0,0,0,0,0,0
Daman & Diu,2014,Three Wheeler/Auto rickshaw (Total),0,0,0,0,1,0,0,1
Daman & Diu,2014,Three Wheeler/Auto rickshaw - Passenger Carriers,0,0,0,0,0,0,0,0
Daman & Diu,2014,Three Wheeler/Auto rickshaw - Goods Carriers,0,0,0,0,1,0,0,1
Daman & Diu,2014,Two Wheeler (Total),0,0,0,0,7,1,0,8
Daman & Diu,2014,Two Wheeler - Motor Cycle,0,0,0,0,7,1,0,8
Daman & Diu,2014,Two Wheeler - Scooter,0,0,0,0,0,0,0,0
Daman & Diu,2014,Two Wheeler - Others,0,0,0,0,0,0,0,0
Daman & Diu,2014,Other Motor Vehicles,0,0,0,0,0,0,0,0
Daman & Diu,2014,Sub Total (Motor Vehicles),0,0,0,0,12,1,0,13
Daman & Diu,2014,Bicycle,0,0,0,0,0,0,0,0
Daman & Diu,2014,Hand Drawn Vehicle/Cycle rickshaw (Passenger),0,0,0,0,0,0,0,0
Daman & Diu,2014,Animal Drawn Vehicle,0,0,0,0,0,0,0,0
Daman & Diu,2014,Pedestrian,0,0,0,0,0,2,0,2
Daman & Diu,2014,Others,0,0,0,0,0,0,0,0
Daman & Diu,2014,Sub Total - (Bicycle + Hand Drawn Vehicle/Cycle rickshaw (Passenger) + Animal Drawn Vehicle + Pedestrian + Others,0,0,0,0,0,2,0,2
Daman & Diu,2014,Total,0,0,0,0,12,3,0,15
Delhi UT,2014,Truck/Lorry (Total),4,0,0,4,302,29,0,331
Delhi UT,2014,Truck/Lorry - Normal Goods Carriers,3,0,0,3,146,9,0,155
Delhi UT,2014,Truck/Lorry - Trailer/Container Carriers,0,0,0,0,36,1,0,37
Delhi UT,2014,Truck/Lorry - Tankers,0,0,0,0,17,4,0,21
Delhi UT,2014,Truck/Lorry - Others,1,0,0,1,103,15,0,118
Delhi UT,2014,Bus (Total),3,0,0,3,101,16,0,117
Delhi UT,2014,Bus - Government,2,0,0,2,59,9,0,68
Delhi UT,2014,Bus - Private,1,0,0,1,37,7,0,44
Delhi UT,2014,Bus - School Bus,0,0,0,0,5,0,0,5
Delhi UT,2014,SUV (7 & 8 Seater)/Station Wagon/etc. (Total),0,0,0,0,38,4,0,42
Delhi UT,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Government,0,0,0,0,3,1,0,4
Delhi UT,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Private,0,0,0,0,32,3,0,35
Delhi UT,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Taxi,0,0,0,0,3,0,0,3
Delhi UT,2014,Car (4 & 5 Seater) (Total),8,1,0,9,294,40,0,334
Delhi UT,2014,Car (4 & 5 Seater) - Government,0,0,0,0,2,0,0,2
Delhi UT,2014,Car (4 & 5 Seater) - Private,8,1,0,9,276,39,0,315
Delhi UT,2014,Car (4 & 5 Seater) - Taxi,0,0,0,0,16,1,0,17
Delhi UT,2014,Jeep (Total),1,0,0,1,9,0,0,9
Delhi UT,2014,Jeep - Government,0,0,0,0,0,0,0,0
Delhi UT,2014,Jeep - Private,1,0,0,1,9,0,0,9
Delhi UT,2014,Tractor (Total),0,0,0,0,9,1,0,10
Delhi UT,2014,Three Wheeler/Auto rickshaw (Total),0,0,0,0,71,9,0,80
Delhi UT,2014,Three Wheeler/Auto rickshaw - Passenger Carriers,0,0,0,0,55,8,0,63
Delhi UT,2014,Three Wheeler/Auto rickshaw - Goods Carriers,0,0,0,0,16,1,0,17
Delhi UT,2014,Two Wheeler (Total),30,2,0,32,252,24,0,276
Delhi UT,2014,Two Wheeler - Motor Cycle,28,2,0,30,171,18,0,189
Delhi UT,2014,Two Wheeler - Scooter,1,0,0,1,44,4,0,48
Delhi UT,2014,Two Wheeler - Others,1,0,0,1,37,2,0,39
Delhi UT,2014,Other Motor Vehicles,0,0,0,0,191,12,0,203
Delhi UT,2014,Sub Total (Motor Vehicles),46,3,0,49,1267,135,0,1402
Delhi UT,2014,Bicycle,0,0,0,0,5,0,0,5
Delhi UT,2014,Hand Drawn Vehicle/Cycle rickshaw (Passenger),0,0,0,0,0,0,0,0
Delhi UT,2014,Animal Drawn Vehicle,0,0,0,0,0,0,0,0
Delhi UT,2014,Pedestrian,8,1,0,9,61,7,0,68
Delhi UT,2014,Others,2,0,0,2,88,7,0,95
Delhi UT,2014,Sub Total - (Bicycle + Hand Drawn Vehicle/Cycle rickshaw (Passenger) + Animal Drawn Vehicle + Pedestrian + Others,10,1,0,11,154,14,0,168
Delhi UT,2014,Total,56,4,0,60,1421,149,0,1570
Lakshadweep,2014,Truck/Lorry (Total),0,0,0,0,0,0,0,0
Lakshadweep,2014,Truck/Lorry - Normal Goods Carriers,0,0,0,0,0,0,0,0
Lakshadweep,2014,Truck/Lorry - Trailer/Container Carriers,0,0,0,0,0,0,0,0
Lakshadweep,2014,Truck/Lorry - Tankers,0,0,0,0,0,0,0,0
Lakshadweep,2014,Truck/Lorry - Others,0,0,0,0,0,0,0,0
Lakshadweep,2014,Bus (Total),0,0,0,0,0,0,0,0
Lakshadweep,2014,Bus - Government,0,0,0,0,0,0,0,0
Lakshadweep,2014,Bus - Private,0,0,0,0,0,0,0,0
Lakshadweep,2014,Bus - School Bus,0,0,0,0,0,0,0,0
Lakshadweep,2014,SUV (7 & 8 Seater)/Station Wagon/etc. (Total),0,0,0,0,0,0,0,0
Lakshadweep,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Government,0,0,0,0,0,0,0,0
Lakshadweep,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Private,0,0,0,0,0,0,0,0
Lakshadweep,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Taxi,0,0,0,0,0,0,0,0
Lakshadweep,2014,Car (4 & 5 Seater) (Total),0,0,0,0,0,0,0,0
Lakshadweep,2014,Car (4 & 5 Seater) - Government,0,0,0,0,0,0,0,0
Lakshadweep,2014,Car (4 & 5 Seater) - Private,0,0,0,0,0,0,0,0
Lakshadweep,2014,Car (4 & 5 Seater) - Taxi,0,0,0,0,0,0,0,0
Lakshadweep,2014,Jeep (Total),0,0,0,0,0,0,0,0
Lakshadweep,2014,Jeep - Government,0,0,0,0,0,0,0,0
Lakshadweep,2014,Jeep - Private,0,0,0,0,0,0,0,0
Lakshadweep,2014,Tractor (Total),0,0,0,0,0,0,0,0
Lakshadweep,2014,Three Wheeler/Auto rickshaw (Total),0,0,0,0,0,0,0,0
Lakshadweep,2014,Three Wheeler/Auto rickshaw - Passenger Carriers,0,0,0,0,0,0,0,0
Lakshadweep,2014,Three Wheeler/Auto rickshaw - Goods Carriers,0,0,0,0,0,0,0,0
Lakshadweep,2014,Two Wheeler (Total),0,0,0,0,0,0,0,0
Lakshadweep,2014,Two Wheeler - Motor Cycle,0,0,0,0,0,0,0,0
Lakshadweep,2014,Two Wheeler - Scooter,0,0,0,0,0,0,0,0
Lakshadweep,2014,Two Wheeler - Others,0,0,0,0,0,0,0,0
Lakshadweep,2014,Other Motor Vehicles,0,0,0,0,0,0,0,0
Lakshadweep,2014,Sub Total (Motor Vehicles),0,0,0,0,0,0,0,0
Lakshadweep,2014,Bicycle,0,0,0,0,0,0,0,0
Lakshadweep,2014,Hand Drawn Vehicle/Cycle rickshaw (Passenger),0,0,0,0,0,0,0,0
Lakshadweep,2014,Animal Drawn Vehicle,0,0,0,0,0,0,0,0
Lakshadweep,2014,Pedestrian,0,0,0,0,0,0,0,0
Lakshadweep,2014,Others,0,0,0,0,0,0,0,0
Lakshadweep,2014,Sub Total - (Bicycle + Hand Drawn Vehicle/Cycle rickshaw (Passenger) + Animal Drawn Vehicle + Pedestrian + Others,0,0,0,0,0,0,0,0
Lakshadweep,2014,Total,0,0,0,0,0,0,0,0
Puducherry,2014,Truck/Lorry (Total),8,1,0,9,2,0,0,2
Puducherry,2014,Truck/Lorry - Normal Goods Carriers,4,0,0,4,2,0,0,2
Puducherry,2014,Truck/Lorry - Trailer/Container Carriers,3,1,0,4,0,0,0,0
Puducherry,2014,Truck/Lorry - Tankers,1,0,0,1,0,0,0,0
Puducherry,2014,Truck/Lorry - Others,0,0,0,0,0,0,0,0
Puducherry,2014,Bus (Total),12,3,0,15,4,0,0,4
Puducherry,2014,Bus - Government,4,1,0,5,0,0,0,0
Puducherry,2014,Bus - Private,8,2,0,10,4,0,0,4
Puducherry,2014,Bus - School Bus,0,0,0,0,0,0,0,0
Puducherry,2014,SUV (7 & 8 Seater)/Station Wagon/etc. (Total),1,0,0,1,0,0,0,0
Puducherry,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Government,0,0,0,0,0,0,0,0
Puducherry,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Private,1,0,0,1,0,0,0,0
Puducherry,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Taxi,0,0,0,0,0,0,0,0
Puducherry,2014,Car (4 & 5 Seater) (Total),7,1,0,8,1,0,0,1
Puducherry,2014,Car (4 & 5 Seater) - Government,0,0,0,0,0,0,0,0
Puducherry,2014,Car (4 & 5 Seater) - Private,6,1,0,7,1,0,0,1
Puducherry,2014,Car (4 & 5 Seater) - Taxi,1,0,0,1,0,0,0,0
Puducherry,2014,Jeep (Total),0,0,0,0,0,0,0,0
Puducherry,2014,Jeep - Government,0,0,0,0,0,0,0,0
Puducherry,2014,Jeep - Private,0,0,0,0,0,0,0,0
Puducherry,2014,Tractor (Total),5,1,0,6,0,0,0,0
Puducherry,2014,Three Wheeler/Auto rickshaw (Total),4,0,0,4,1,0,0,1
Puducherry,2014,Three Wheeler/Auto rickshaw - Passenger Carriers,3,0,0,3,1,0,0,1
Puducherry,2014,Three Wheeler/Auto rickshaw - Goods Carriers,1,0,0,1,0,0,0,0
Puducherry,2014,Two Wheeler (Total),37,2,0,39,26,0,0,26
Puducherry,2014,Two Wheeler - Motor Cycle,37,2,0,39,26,0,0,26
Puducherry,2014,Two Wheeler - Scooter,0,0,0,0,0,0,0,0
Puducherry,2014,Two Wheeler - Others,0,0,0,0,0,0,0,0
Puducherry,2014,Other Motor Vehicles,17,0,0,17,1,0,0,1
Puducherry,2014,Sub Total (Motor Vehicles),91,8,0,99,35,0,0,35
Puducherry,2014,Bicycle,0,0,0,0,3,1,0,4
Puducherry,2014,Hand Drawn Vehicle/Cycle rickshaw (Passenger),0,0,0,0,0,0,0,0
Puducherry,2014,Animal Drawn Vehicle,0,0,0,0,0,0,0,0
Puducherry,2014,Pedestrian,5,4,0,9,20,7,0,27
Puducherry,2014,Others,3,0,0,3,21,5,0,26
Puducherry,2014,Sub Total - (Bicycle + Hand Drawn Vehicle/Cycle rickshaw (Passenger) + Animal Drawn Vehicle + Pedestrian + Others,8,4,0,12,44,13,0,57
Puducherry,2014,Total,99,12,0,111,79,13,0,92
Total (States),2014,Truck/Lorry (Total),5223,358,0,5581,19621,2881,6,22508
Total (States),2014,Truck/Lorry - Normal Goods Carriers,2844,164,0,3008,10488,1496,4,11988
Total (States),2014,Truck/Lorry - Trailer/Container Carriers,470,28,0,498,2306,308,2,2616
Total (States),2014,Truck/Lorry - Tankers,396,23,0,419,1505,211,0,1716
Total (States),2014,Truck/Lorry - Others,1513,143,0,1656,5322,866,0,6188
Total (States),2014,Bus (Total),1643,256,0,1899,8433,1976,0,10409
Total (States),2014,Bus - Government,544,87,0,631,2761,546,0,3307
Total (States),2014,Bus - Private,1050,153,0,1203,5396,1359,0,6755
Total (States),2014,Bus - School Bus,49,16,0,65,276,71,0,347
Total (States),2014,SUV (7 & 8 Seater)/Station Wagon/etc. (Total),711,70,0,781,2738,686,0,3424
Total (States),2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Government,11,1,0,12,52,21,0,73
Total (States),2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Private,519,50,0,569,1955,475,0,2430
Total (States),2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Taxi,181,19,0,200,731,190,0,921
Total (States),2014,Car (4 & 5 Seater) (Total),3509,335,0,3844,10491,2365,0,12856
Total (States),2014,Car (4 & 5 Seater) - Government,48,4,0,52,163,35,0,198
Total (States),2014,Car (4 & 5 Seater) - Private,3067,297,0,3364,8641,1945,0,10586
Total (States),2014,Car (4 & 5 Seater) - Taxi,394,34,0,428,1687,385,0,2072
Total (States),2014,Jeep (Total),1266,102,0,1368,4167,870,0,5037
Total (States),2014,Jeep - Government,51,6,0,57,101,42,0,143
Total (States),2014,Jeep - Private,1215,96,0,1311,4066,828,0,4894
Total (States),2014,Tractor (Total),1017,65,0,1082,3377,636,1,4014
Total (States),2014,Three Wheeler/Auto rickshaw (Total),1237,126,0,1363,4577,1141,8,5726
Total (States),2014,Three Wheeler/Auto rickshaw - Passenger Carriers,1050,116,0,1166,3854,954,6,4814
Total (States),2014,Three Wheeler/Auto rickshaw - Goods Carriers,187,10,0,197,723,187,2,912
Total (States),2014,Two Wheeler (Total),12926,774,0,13700,19275,3886,0,23161
Total (States),2014,Two Wheeler - Motor Cycle,11235,532,0,11767,16585,3128,0,19713
Total (States),2014,Two Wheeler - Scooter,729,140,0,869,1304,390,0,1694
Total (States),2014,Two Wheeler - Others,962,102,0,1064,1386,368,0,1754
Total (States),2014,Other Motor Vehicles,1883,187,0,2070,7093,1111,0,8204
Total (States),2014,Sub Total (Motor Vehicles),29415,2273,0,31688,79772,15552,15,95339
Total (States),2014,Bicycle,337,35,0,372,747,63,0,810
Total (States),2014,Hand Drawn Vehicle/Cycle rickshaw (Passenger),17,1,0,18,112,24,0,136
Total (States),2014,Animal Drawn Vehicle,22,2,0,24,60,13,0,73
Total (States),2014,Pedestrian,547,182,0,729,4690,1098,2,5790
Total (States),2014,Others,905,285,0,1190,2661,635,0,3296
Total (States),2014,Sub Total - (Bicycle + Hand Drawn Vehicle/Cycle rickshaw (Passenger) + Animal Drawn Vehicle + Pedestrian + Others,1828,505,0,2333,8270,1833,2,10105
Total (States),2014,Total,31243,2778,0,34021,88042,17385,17,105444
Total (UTs),2014,Truck/Lorry (Total),25,4,0,29,308,29,0,337
Total (UTs),2014,Truck/Lorry - Normal Goods Carriers,20,3,0,23,152,9,0,161
Total (UTs),2014,Truck/Lorry - Trailer/Container Carriers,3,1,0,4,36,1,0,37
Total (UTs),2014,Truck/Lorry - Tankers,1,0,0,1,17,4,0,21
Total (UTs),2014,Truck/Lorry - Others,1,0,0,1,103,15,0,118
Total (UTs),2014,Bus (Total),17,3,0,20,110,18,0,128
Total (UTs),2014,Bus - Government,7,1,0,8,62,9,0,71
Total (UTs),2014,Bus - Private,10,2,0,12,43,9,0,52
Total (UTs),2014,Bus - School Bus,0,0,0,0,5,0,0,5
Total (UTs),2014,SUV (7 & 8 Seater)/Station Wagon/etc. (Total),1,0,0,1,38,4,0,42
Total (UTs),2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Government,0,0,0,0,3,1,0,4
Total (UTs),2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Private,1,0,0,1,32,3,0,35
Total (UTs),2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Taxi,0,0,0,0,3,0,0,3
Total (UTs),2014,Car (4 & 5 Seater) (Total),21,2,0,23,297,41,0,338
Total (UTs),2014,Car (4 & 5 Seater) - Government,0,0,0,0,2,0,0,2
Total (UTs),2014,Car (4 & 5 Seater) - Private,18,2,0,20,279,40,0,319
Total (UTs),2014,Car (4 & 5 Seater) - Taxi,3,0,0,3,16,1,0,17
Total (UTs),2014,Jeep (Total),4,1,0,5,9,0,0,9
Total (UTs),2014,Jeep - Government,0,0,0,0,0,0,0,0
Total (UTs),2014,Jeep - Private,4,1,0,5,9,0,0,9
Total (UTs),2014,Tractor (Total),6,1,0,7,9,1,0,10
Total (UTs),2014,Three Wheeler/Auto rickshaw (Total),5,0,0,5,79,11,0,90
Total (UTs),2014,Three Wheeler/Auto rickshaw - Passenger Carriers,4,0,0,4,62,10,0,72
Total (UTs),2014,Three Wheeler/Auto rickshaw - Goods Carriers,1,0,0,1,17,1,0,18
Total (UTs),2014,Two Wheeler (Total),81,6,0,87,333,35,0,368
Total (UTs),2014,Two Wheeler - Motor Cycle,78,6,0,84,237,22,0,259
Total (UTs),2014,Two Wheeler - Scooter,1,0,0,1,59,11,0,70
Total (UTs),2014,Two Wheeler - Others,2,0,0,2,37,2,0,39
Total (UTs),2014,Other Motor Vehicles,27,3,0,30,193,13,0,206
Total (UTs),2014,Sub Total (Motor Vehicles),187,20,0,207,1376,152,0,1528
Total (UTs),2014,Bicycle,1,0,0,1,23,2,0,25
Total (UTs),2014,Hand Drawn Vehicle/Cycle rickshaw (Passenger),0,0,0,0,0,1,0,1
Total (UTs),2014,Animal Drawn Vehicle,0,0,0,0,0,0,0,0
Total (UTs),2014,Pedestrian,13,5,0,18,131,22,0,153
Total (UTs),2014,Others,5,0,0,5,111,12,0,123
Total (UTs),2014,Sub Total - (Bicycle + Hand Drawn Vehicle/Cycle rickshaw (Passenger) + Animal Drawn Vehicle + Pedestrian + Others,19,5,0,24,265,37,0,302
Total (UTs),2014,Total,206,25,0,231,1641,189,0,1830
Total (All India),2014,Truck/Lorry (Total),5248,362,0,5610,19929,2910,6,22845
Total (All India),2014,Truck/Lorry - Normal Goods Carriers,2864,167,0,3031,10640,1505,4,12149
Total (All India),2014,Truck/Lorry - Trailer/Container Carriers,473,29,0,502,2342,309,2,2653
Total (All India),2014,Truck/Lorry - Tankers,397,23,0,420,1522,215,0,1737
Total (All India),2014,Truck/Lorry - Others,1514,143,0,1657,5425,881,0,6306
Total (All India),2014,Bus (Total),1660,259,0,1919,8543,1994,0,10537
Total (All India),2014,Bus - Government,551,88,0,639,2823,555,0,3378
Total (All India),2014,Bus - Private,1060,155,0,1215,5439,1368,0,6807
Total (All India),2014,Bus - School Bus,49,16,0,65,281,71,0,352
Total (All India),2014,SUV (7 & 8 Seater)/Station Wagon/etc. (Total),712,70,0,782,2776,690,0,3466
Total (All India),2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Government,11,1,0,12,55,22,0,77
Total (All India),2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Private,520,50,0,570,1987,478,0,2465
Total (All India),2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Taxi,181,19,0,200,734,190,0,924
Total (All India),2014,Car (4 & 5 Seater) (Total),3530,337,0,3867,10788,2406,0,13194
Total (All India),2014,Car (4 & 5 Seater) - Government,48,4,0,52,165,35,0,200
Total (All India),2014,Car (4 & 5 Seater) - Private,3085,299,0,3384,8920,1985,0,10905
Total (All India),2014,Car (4 & 5 Seater) - Taxi,397,34,0,431,1703,386,0,2089
Total (All India),2014,Jeep (Total),1270,103,0,1373,4176,870,0,5046
Total (All India),2014,Jeep - Government,51,6,0,57,101,42,0,143
Total (All India),2014,Jeep - Private,1219,97,0,1316,4075,828,0,4903
Total (All India),2014,Tractor (Total),1023,66,0,1089,3386,637,1,4024
Total (All India),2014,Three Wheeler/Auto rickshaw (Total),1242,126,0,1368,4656,1152,8,5816
Total (All India),2014,Three Wheeler/Auto rickshaw - Passenger Carriers,1054,116,0,1170,3916,964,6,4886
Total (All India),2014,Three Wheeler/Auto rickshaw - Goods Carriers,188,10,0,198,740,188,2,930
Total (All India),2014,Two Wheeler (Total),13007,780,0,13787,19608,3921,0,23529
Total (All India),2014,Two Wheeler - Motor Cycle,11313,538,0,11851,16822,3150,0,19972
Total (All India),2014,Two Wheeler - Scooter,730,140,0,870,1363,401,0,1764
Total (All India),2014,Two Wheeler - Others,964,102,0,1066,1423,370,0,1793
Total (All India),2014,Other Motor Vehicles,1910,190,0,2100,7286,1124,0,8410
Total (All India),2014,Sub Total (Motor Vehicles),29602,2293,0,31895,81148,15704,15,96867
Total (All India),2014,Bicycle,338,35,0,373,770,65,0,835
Total (All India),2014,Hand Drawn Vehicle/Cycle rickshaw (Passenger),17,1,0,18,112,25,0,137
Total (All India),2014,Animal Drawn Vehicle,22,2,0,24,60,13,0,73
Total (All India),2014,Pedestrian,560,187,0,747,4821,1120,2,5943
Total (All India),2014,Others,910,285,0,1195,2772,647,0,3419
Total (All India),2014,Sub Total - (Bicycle + Hand Drawn Vehicle/Cycle rickshaw (Passenger) + Animal Drawn Vehicle + Pedestrian + Others,1847,510,0,2357,8535,1870,2,10407
Total (All India),2014,Total,31449,2803,0,34252,89683,17574,17,107274
